Close,Cumulative_Return,Adj Close,Low,High,Open,Close_Lag_1,MA_10,BB_Upper,MA_5
4.172233105,0.26768313935693944,2.911610842,4.172233105,4.186281204,0.0,4.172233105,4.1216602326,4.24147749880735,4.1328987122
4.130088806,0.2548780980474563,2.882200956,4.130088806,4.158185005,0.0,4.172233105,4.1202554226,4.228037057690634,4.138517856599999
4.101993084,0.24634154887315995,2.862594128,4.101993084,4.130088806,0.0,4.130088806,4.1174458504,4.2028173778951015,4.138517856599999
4.101993084,0.24634154887315995,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,4.1202554703,4.196496596201364,4.135708236799999
4.087944984,0.24207320166871948,2.852791309,4.087944984,4.130088806,0.0,4.101993084,4.118850660300001,4.188538588604872,4.1048026084
4.158185005,0.26341479215249874,2.901808023,4.158185005,4.186281204,0.0,4.087944984,4.1244698524,4.192121680225,4.110421848200001
4.200328827,0.2762196885312356,2.931218386,4.200328827,4.242472172,0.0,4.158185005,4.134303426700001,4.2008579441397655,4.1300889968000005
4.200328827,0.2762196885312356,2.931218386,4.200328827,4.200328827,4.200328827,4.200328827,4.1427321910999995,4.204143958840217,4.1497561454000005
4.158185005,0.26341479215249874,2.901808023,4.158185005,4.172233105,0.0,4.200328827,4.1441369533,4.213198119036241,4.1834712982
4.158185005,0.26341479215249874,2.901808023,4.158185005,4.158185005,4.158185005,4.158185005,4.1469465732,4.214557518362766,4.1834712982
4.116041183,0.25060989577376214,2.872397661,4.116041183,4.144136906,0.0,4.158185005,4.1483513831,4.2142263440055325,4.1666137694
4.116041183,0.25060989577376214,2.872397661,4.116041183,4.144136906,0.0,4.116041183,4.149756193,4.211963246980347,4.1497562406
4.130088806,0.2548780980474561,2.882200956,4.130088806,4.158185005,0.0,4.116041183,4.1525657652,4.211841276157728,4.135708236399999
4.130088806,0.2548780980474561,2.882200956,4.130088806,4.130088806,4.130088806,4.130088806,4.156780147400001,4.211575192177126,4.1300889966
4.017705917,0.22073190104643237,2.803773642,4.017705917,4.045801163,0.0,4.130088806,4.142732238599999,4.223782429017869,4.101993178999999
4.003657818,0.21646355414583018,2.793970823,4.003657818,4.031753063,0.0,4.017705917,4.123065137699999,4.235339582459296,4.079516506
3.947465897,0.19939031086649117,2.754755974,3.947465897,3.975562096,0.0,4.003657818,4.0977788447,4.254256539831113,4.045801448800001
3.877226114,0.17804879269616602,2.705738544,3.877226114,3.919369936,0.0,3.947465897,4.0654685734000005,4.2755221744873575,3.9952289103999994
3.877226114,0.17804879269616602,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,4.0373726843,4.285749943799247,3.944656372
3.877226114,0.17804879269616602,2.705738544,3.877226114,3.905322075,0.0,3.877226114,4.0092767952,4.294035690007225,3.9165604114
3.919369936,0.19085368907490263,2.735150099,3.919369936,3.947465897,0.0,3.877226114,3.9896096704999997,4.2958220657437005,3.8997028350000003
3.891273975,0.1823170672833141,2.715542793,3.891273975,3.919369936,0.0,3.919369936,3.9671329496999994,4.298045472182601,3.8884644506
3.891273975,0.1823170672833141,2.715542793,3.891273975,3.919369936,0.0,3.891273975,3.9432514665999996,4.29775918962847,3.8912740228
4.087944984,0.24207320166871948,2.852791309,4.087944984,4.130088806,0.0,3.891273975,3.9390370844,4.29775918962847,3.9334177967999997
4.116041183,0.25060989577376214,2.872397661,4.116041183,4.144136906,0.0,4.087944984,3.9488706110000003,4.292426039734127,3.9811808106
4.326759815,0.3146342324328615,3.019448757,4.326759815,4.354856014,0.0,4.116041183,3.9811808107000006,4.320910598265405,4.0626587864
4.242472172,0.2890244399792261,2.960628748,4.242472172,4.284615993,0.0,4.326759815,4.010681438200001,4.328514387697722,4.1328984258
4.242472172,0.2890244399792261,2.960628748,4.242472172,4.270567894,0.0,4.242472172,4.047206044,4.335943313391655,4.203138065199999
4.200328827,0.2762196885312356,2.931218386,4.200328827,4.228424072,0.0,4.242472172,4.0795163153,4.341891147094681,4.2256148338
4.200328827,0.2762196885312356,2.931218386,4.200328827,4.228424072,0.0,4.200328827,4.1118265866,4.347722535955924,4.2424723626
4.200328827,0.2762196885312356,2.931218386,4.200328827,4.242472172,0.0,4.200328827,4.1399224757,4.357780188579778,4.217186164999999
4.467238903,0.35731712353892764,3.11748147,4.467238903,4.481287003,0.0,4.200328827,4.197518968500001,4.42599357433621,4.2621395112
4.425095081,0.3445122271601908,3.088071585,4.425095081,4.453190804,0.0,4.467238903,4.2509010791,4.473169273005915,4.298664093000001
4.439143181,0.34878057436463106,3.09787631,4.439143181,4.481287003,0.0,4.425095081,4.2860208987999995,4.518539738051192,4.346426963800001
4.439143181,0.34878057436463106,3.09787631,4.439143181,4.439143181,4.439143181,4.439143181,4.3183310986,4.562017129117949,4.394189834600001
4.467238903,0.3573171235389272,3.11748147,4.467238903,4.495335102,0.0,4.439143181,4.3323790074,4.605286478327161,4.447571849800001
4.607717991,0.4000000146449936,3.215516567,4.607717991,4.62176609,0.0,4.467238903,4.3689035892999994,4.669537475487263,4.475667667400001
4.663909912,0.4170732579243326,3.25473094,4.663909912,4.692006111,0.0,4.607717991,4.4110473633,4.729523034498649,4.5234306336
4.663909912,0.4170732579243326,3.25473094,4.663909912,4.677958012,0.0,4.663909912,4.4574054718,4.776012739181262,4.5683839798
4.439143181,0.34878057436463106,3.09787631,4.439143181,4.481287003,0.0,4.663909912,4.4812869071999994,4.774253504274253,4.5683839798
4.382952213,0.33170762064294657,3.058662891,4.382952213,4.425095081,0.0,4.439143181,4.4995492458,4.7642039098997575,4.551526641800001
4.382952213,0.33170762064294657,3.058662891,4.382952213,4.425095081,0.0,4.382952213,4.491120576800001,4.740804488506321,4.5065734862
4.495335102,0.36585381764397007,3.137089491,4.495335102,4.509383202,0.0,4.382952213,4.498144578900001,4.713565214095732,4.4728585242
4.579621792,0.3914633205399509,3.195910215,4.579621792,4.607717991,0.0,4.495335102,4.51219244,4.721552153633338,4.4560009002
4.537478924,0.3786587140227067,3.16650033,4.537478924,4.579621792,0.0,4.579621792,4.522026014300001,4.718949019906657,4.4756680488
4.523430824,0.3743903668182662,3.156696558,4.523430824,4.551527023,0.0,4.537478924,4.527645206400001,4.728782568669412,4.503763771
4.579621792,0.3914633205399509,3.195910215,4.579621792,4.607717991,0.0,4.523430824,4.524835586500001,4.739059624944453,4.5430976868
5.043203831,0.5323171797945405,3.519421816,5.043203831,5.07130003,0.0,4.579621792,4.562764978400001,4.867296275509606,4.6526714326
4.930819988,0.49817069293202443,3.44099474,4.930819988,4.97296381,0.0,5.043203831,4.589455986,4.927504989119735,4.7229110718
4.7903409,0.45548780182595827,3.342960358,4.7903409,4.818437099,0.0,4.930819988,4.624575757900001,4.943612660496462,4.773483467
5.085348129,0.5451222208001854,3.548832655,5.085348129,5.113442898,0.0,4.7903409,4.6948153495,5.018952423368254,4.8858669279999996
5.141539097,0.5621951745218701,3.588046074,5.141539097,5.169634819,0.0,5.085348129,4.770674037899999,5.112491739606863,4.998250389000001
4.97296381,0.5109755893107613,3.470405102,4.97296381,5.001060009,0.0,5.141539097,4.8184369087,5.1527504947590135,4.9842023848000006
5.085348129,0.5451222208001854,3.548832655,5.085348129,5.113442898,0.0,4.97296381,4.8690095424,5.208654621728799,5.015108013000001
5.043203831,0.5323171797945403,3.519421816,5.043203831,5.085348129,0.0,5.085348129,4.919582033099999,5.247493025788539,5.0656805992
5.183682919,0.5750000709006065,3.617456198,5.183682919,5.225827217,0.0,5.043203831,4.9856072425999995,5.307597271260609,5.0853475572
5.731552124,0.7414635776780856,3.999789476,5.731552124,5.745600224,0.0,5.183682919,5.100800275799999,5.5097450039544995,5.2033501626
5.506784916,0.6731707491876375,3.842934608,5.506784916,5.548929214,0.0,5.731552124,5.1471583843,5.613215152664663,5.3101143838
5.450593948,0.6560977954659528,3.803720713,5.450593948,5.478689194,0.0,5.506784916,5.1991357803,5.691440521942799,5.3831635476
5.338210106,0.6219513089072748,3.725293159,5.338210106,5.352258205,0.0,5.450593948,5.2539227009,5.729694509663847,5.4421648026
5.492736816,0.6689024019831968,3.833131313,5.492736816,5.506784916,0.0,5.338210106,5.294661569600001,5.776520339885062,5.503975582
5.956318855,0.8097562612377869,4.156644344,5.956318855,5.984415054,0.0,5.492736816,5.3761395454,5.910657823732366,5.5489289282000005
5.619169235,0.7073173806770618,3.921361446,5.619169235,5.661312103,0.0,5.956318855,5.4407600879,5.954250097998602,5.571405792
5.394402027,0.6390245521866138,3.764506102,5.394402027,5.422498226,0.0,5.619169235,5.4716654777,5.96036641411524,5.5601674078
5.127490997,0.5579268273174292,3.578243494,5.127490997,5.155587196,0.0,5.394402027,5.4800941943,5.9323337828673,5.518023586
5.267971039,0.6006100082849879,3.676277637,5.267971039,5.296065807,0.0,5.127490997,5.4885230063,5.896891308543015,5.473070430600001
